,0
781,Four different stories converging in an Interesting format with twists and turns. A dark comedy with nice ending. Worth watching.
782,Amazing casts and movie direction. Worth watch! Ignore the low rating and just watch the movie.
783,"What a masterpiece. So proud of you Anurag Basu.
It's Sholay of new era. Perfect 10 score in every aspect I.e dialogues, story, narration, direction, cinematography, acting by each and every actor and what a beautiful background score and hilarious use of old song'O beta ji'
Salute to every one involved in making of this gem of a movie"
784,"You will be surprised if you watch this movie for the first time. Story telling, BGM, Acting all are so smooth and perfect."
785,Could have made in 2 hours. Watched for Rajkumar Rao
786,Seriously don't know what is going on in this movie !!!
787,Good plot and its fun to watch.Watched this movie for Pankaj Tripathi and R Rajkumar. They are brilliant actors..I wish they didn't include the nepo kids in the movie..
788,"It is somewhat heartbreaking that Anurag Basu is on a slow decline. We tried watching this movie five times, and manage to finish it in breaks. It might come as a surprise but Jagga Jasoos was better than this. At least it was imaginative. Basu had a certain incisiveness in Life in a Metro, and exceptional dialogues. Barfi, even though largely plagiarised, had a dreamy quality and good music. But with Ludo, Basu simply fails to connect with the audience, getting too caught up in technique. Style takes over entertainment, and for a movie that is more than 170 minutes long, it just lacks a gripping quality."
789,Please DO NOT waste your time and money on this nonsense Movie 🎥
790,"One of the most pathetic movie i have ever watched, comes second only to other hinduphobic movies in the past. Such blatant disregard for Hindu Gods and symbols, of course the movie makes snark nastiest remarks, because Hindus are docile creatures."
791,"The more I see Abhishek Bachan, the worse he turns. Despite the director trying is level best to give him as less dialogue as possible, he couldn't impact the acting. Tried to repro Yuva and Guru type style but his expressions are worse than his dialogue delivery Single handedly brings the momentum and quality of the movie down. Story is weird and random. Seems like a by product of very product.
Raj Kumar is awesome. Ab should learn from him."
792,"Ludo is comparable with Super Deluxe. Both are anthalogies. One from the north and the other from the south. One's pure trash and other's gold heap but the trash gets praised, the heap remains unnoticed.In the confusion of story telling, it seems like the director wrote the screenplay on the way to the shooting spot. Therefore, all the actors are confused in the film. You can take screenshots of various characters in the film and zoom in their eyes, visible confusion.Diversity? One Malayalam speaking character doesn't make the whole film diverse. One coloured cast would've made that. With all these white washed men and women, the director depicts white supremacy through this nonsense drama.There's so much wrong with this series. It's hypocritical, has no proper characterisation like the character pinky - the most unstable character I've ever seen. Her story was prolonged with nil logic to give an already predictable ending. Being an emotional fool, she calls 'that dancer' guy that. Whatever his name might be, his character was also irritating.The so called 'desi' patriots may shower the film with zillion stars but your real patriotism shows up when you not only support your own cinema but also the other cinematic industries and languages in your country. Duck off now."
793,Boring. Horrible movie. Started interestingly then went no where. Only Pankaj Tripathi was good. Everyone else acted miserably.
794,"Zero was a better movie than this garbage. Heck even thugs of hindustan was better. That tells you how much of a waste of time this is. When you are getting a movie for free on netflix and you still are unable to watch completely, that tells how much of a drag this is. So many characters and great actors were not able to save this. They tried so much to be like Delhi Belly but couldnt come close. Better watch Delhi Belly for 100th time then this big bore"
795,"The plot is very thin. it's a situational comedy-drama movie but not really captivating. Characters are flimsy and don't really hold attention. RajKumar Rao, Pankaj Tripathi and Sanya Malhotra are outstanding. But frankly half the story doesn't seem necessary and seems to just while away time."
796,"Does it really want to double down on bigotry and misogyny to keep making money from the deranged sections of the society, or does it want to take responsibility to be an inclusive and responsible place."
797,"LUDO the movie is a complete,absolute and total disaster!
It's better to stay at home and play the game Ludo with your family!
0/10"
798,Did not like the way how Hindu deities were depicted
799,What a waste of time money and talent. It appeared they thought of creating something different but ended up with a product which is complete disaster.Direction is poor and equally bad is the story telling and presentation. Nothing is aligned to the theme because the central theme itself is not there. You seem to be cheated when one after another scene comes and you are not supposed to apply your mind.So many characters and different story and they try to tie it together but failed badly.Please save time money and don't pollute your mind. You will do a great service to yourself.
800,"This movie was quite a pathetic attempt at a black comedy/satire. It is painfully slow and tiring to watch. The four stories are good but the narration and screenplay is definitely very bad. The most irritating parts are the conversation betn Anurag Basu & one other guy disguised(dunno or care about his name) as Yama & Chitragupta. But some good performance from Pankaj Tripathi who is a delight in each frame and Abhishek Bachhan, as an estranged father. Rest all cast is forgettable and just passable. Won't recommend to watch as I watched it after a patiala peg to just pass the time."
801,"#LudoOnNetflix - #AnuragBasu tries to make different films from what the other Hindi filmmakers create.The problem is, he watches movies of filmmakers like Tarantino, Guy Ritchie, Iñárritu and tries to emulate them. Most of the times he blatantly lifts scenes and calls them as tributes to the filmmakers. Fortunately there are no such high-profile lifts here - at least I couldn't figure out any. But time will tell.Just like in #AmoresPerros - where lives of disparate characters collide in a car crash, Anurag creates a story featuring 4 different story lines and how they all get connected, using a Ludo board game analogy.After all his sophisticated thinking he probably feels that his audience has low comprehension skills. So he goes out of his way to explain the purpose and meaning of the film rather than letting the audience figure out themselves. His presence as Yamraaj and the Ludo analogies are yawn-worthy. The music too prompts the viewer in advance on how to receive a scene - Watch out, this scene is going to get funny now, etc.His skills as a Director of Cinematography are noteworthy - especially the predominant use of 4 Ludo colours - red, yellow, green and blue - in many places.Underwhelming when compared to his #Gangster and #LifeInAMetro."
802,Vvgrvrgvtv gvtgt ggt5y6hyhy gtrfrthu7 ygy6huhy tvt5gft5f5tg v5tg5tgtbtygyt5v ytgt5ft5ftrftgy6g v
803,Not at all entertaining. I don't understand the hype about this movie. They even made the class actor Rajkumar Rao look bad.
804,Begins with great promise.. Losing grip along the way.. Excelled only in bits and pieces..
805,"We didn't finish it, rather couldn't. One hour of headache was enough. Wasted effort of a talented cast, director."
806,It's a stupid movie I didn't find anything amusing and different I've seen better movies than this.
807,Movies can be made without making fun of Hindu Deities. Trying to degrade god's unconsciously in the minds of customers is a wrong thing to do.
808,"Apart from Pankaj Tripathi and Abhishek Bachchan's acting this movie has nothing to offer. The screenplay, story and plot is obnoxious."
809,Boring movie. No valubile content.Boring movie. No valubile contentBoring movie. No valubile content
810,If a director needs 1 hour to introduce the character of the movie then you can understand that director himself is confused. One of the worst movie of this year. I don't know how it's rating is 7.6 maybe some agency is being hired to hike up the rating.
811,Sometimes I enjoyed this movie but overall I can say this movie don't have story.
812,Total waste of time. Worst way to explain the concept of heaven and hell. Even kinder joy stories are worth compared to this movie.
813,"Simple words - Don't waste time, trying to explain the concept of heaven and hell in the most worst way. Not a single joke worth laughing. Basu one more flop to consider."
814,"I don't know why they have to hurt sentiments of Hindus all the time & I don't know how so many people are cool with this kind of shit. May be because of years of watching movies questioning hindu gods while wearing billa no 786 without questions.
On another note, this is a big nepo product hence the rating."
815,"Certain movies were never meant to exist. This is one of those movie. Not satirical, not a dark comedy, not an inspiring one, not emotional movie, not a message movie, not a realistic one and so on. While watching it you feel like your are watching a mix of Delhi belly(minus comedy) + Yaariyan(minus good songs)+ Thugs of Hindustan(Good actors got ruined). I dont know why people are calling it a dark comedy when it is certainly not. Dark Comedies are Blackmail, Ishqiya , DevD etc. Even if it is, what a bad one.
Only good part is Abhishek Bachan's sequences. Pankaj Tripathi and Rajkumar Rao were trying their best. Everybody other was just there...no significance.Some are giving 1 because of political agendas and others are giving 10 which is a PR of this movie.
Do only watch when seriously you are so bored that you dont want to choose what to see."
816,It's simply amazing every actor played his or her role perfectly.
817,The movie is different and is so engaging. There was not a moment where I was bored. Infact this movie is a good one by bollywood after a real long time. The concept is fresh and the movie is very entertaining. Full stars.
818,"Started on a high, decelerated towards a lower level at the ending.
But it was a great attempt, should not be missed. A very good dark comedy!"
819,"Typically Anurag Basu movie. Amazing movie after ""Barfi"". Brilliantly Directed, amazing cinematography and mesmerizing music through which you can feel the movie. Movie was literally like the game of Ludo. Completely unpredictable. He conveyed very serious concept of Life, Death and Luck in a comedy way. It was the Movie that can keep you attached until the end.
Music and Songs were also good. Timing of each song was perfect with the ongoing situation. May be it can't be understood by typical bollywood audiance. Though it does not have ""Bollywood ka tadka"" it was amazing.
If we talk about acting everyone did a great job. Especially Mr. Pankaj Tripathi. Abhishek Bachchan was as usual, he was him self in the movie no drama at all. Rajkumar Rao was also hilarious. Shockingly, Sundeep Sharama famous comedian on YouTube was in the movie.
Overall it will make you laugh in a new way. Go for it."
820,Post this review only for Abhishek Bachchan. He stole my heart. 💞💞💞 Don't know why people judge you and compare you with Big B. You have your own style. Just loved your performance. I can watch this movie again and again only for you 💝💝💝
821,This is something worth to watch. Kudos to Ludo team. Take love.
822,Awesome movie. Had loads of fun watching it. Recommended to watch.
823,A great time in the above position and drink and drive more traffic and revenue streams the world to eat drink and drink and drive hahaha that's the same will also have the first time since I've been
824,"The movie carries a fun journey within a group of stories whose dramatic strings are mixed into one mold, as if it were really a Ludo game. A good choice for all actors, which is rare in the recent Indian films that have been released in recent years. Anurag is a distinguished director and has a wonderful expressive and visual image like the rest of his recent films. All the songs complement the context of an event without being included. Watching a Ludo movie is like a fun trip that is all about love, entertainment, laughter and a distinct idea behind the scenes of the story."
825,"You will not be bored even a single minute, really great movie with excellent cinematography and story."
826,Laughter is only in bits and pieces. Neither comedy nor suspense.
827,"Do not understand the negative reviews for this one at all. The stories so wonderfully pieced together. Each actor has done justice to their characters. Whilst Pankaj Tripathi & Rajkumar Rao are getting their due, Abhishek Bachchan, ADRK & Sanya Malhotra have been fabulous too. Highly recommend this !"
828,"After a long time that kind of movie with great direction released
Really fun to watch
After de dana dan & malamal weekly, ludo must be get appreciate"
829,The script and acting of all actors was superb but the have shown immoral things.
830,"Awesome story, lovely screenplay, marvelous acting.. This only proves that AB is a genius in acting.. He just need a good director.... Loved it.."
831,Grt performance by actors gripping screenplay. and for anthology direction anurqg kashyap nailed it
832,"Lovely performances ... n beautifully shot...Comedy scenes were below par, could have been better... but nevertheless intelligently interweaved narrative, even in the smallest scenes how characters cross each other's path across many junctures...And thumbs up to Abhishek Bachhan.. he steals the show, obviously along with Pankaj Tripathi.."
833,"In the midst of all the bad things people are experiencing this year Ludo is like a breath of fresh air. The story, cinematography, direction and the performance put forth by the ensemble cast was too class. Loved the movie."
834,"Aditya Roy Kapoor's role was totally unnecessary.
He ruined it for me."
835,"This is a brilliant movie. A work of art made with a lot of heart. I would like to congratulate the director for coming up with such concept of interlinking stories that do not superimpose on each other. Great acting by the entire star cast starting from veterans Pankaj Tripathi, Rajkumar Rao to the little Inayat, it was a treat to watch. All the cast justified there presence, it was a great sync performance. The technicalities associated with the movie also needs a special mention, starting from the colours with which the movie was shoot representative of the board game Ludo to the climax , justifying right and wrong, heaven and hell conundrum, that is the most brooding question of humankind. A perfect 5 star and a must watch."
836,"4 stories of various 'friend/love/marriage' zoned men interlink and culminate to produce a gripping entertainer. Anurag Basu's take on relationship and life deserves an applause that keeps you guessing till the end. Though there are numerous movies on the theme of money and relationships, the final touch of relating it to a game of ludo - sins and virtue are amazing. Definitely worth watching!!"
837,"Overall it's fun to watch with stories crisscrossing and it always keeps you hooked for next plot twist.
The directional style of Anurag Basu and specially the plot interconnectedness will always remind you of Life in a Metro, albeit of different genre."
838,"Well, the only positives I can think of is that the filmmakers were brave enough to try working with a challenging script... also some individual scenes are shot beautifully however the whole is much less than the sum of the parts..
The execution of the idea leaves much to be desired. There are a few solid performances by Inayat, Rajkumar and Pankaj Tripathi... other than that the film comes across as very messy and predictable.. The parallel stories seem to be forced to merge into each other and the movie seems to be pretending to be smarter/slicker than it actually is... Overall I found myself to be quite bored by the end of it.."
839,"An unnecessary lengthy movie (2.5hr) which could have been done within 2hr. Felt more like a musical movie than a comedy. Movie is crowded with some heavy weights but the dialogues are far from being punchy. Acting of Abhishek Bachchan and Aditya Roy Kapoor was usual - non-existent. Rajkumar and Pankaj Tripathi were not utilised fully.People comparing the movie with Lootcase, but this movie is nowhere near that."
840,Watch if u love to see. Pankaj Tripathi.nothing more in story.Avg story .nothing new.not up to the mark but much better to laxmi.lol..
841,Very bad story line...when first start to see first 1 hour was good...but i think they cant handle it in the long run...bollywwod is done!!
842,"Ludo is the kind of film that works because it embraces dank humor early on and rides off all the way into the sunset with it. Not just a dark comedy of errors, the four different pieces of Ludo overlap into each other by way of clever conception and scripting. The good thing about it is that each segment holds good as a standalone as well as part of a meshed storyline. This is largely due to several knockout performances we come across in the film's 2.5-hour runtime.Pankaj Tripathi leads from the front as gangster Sattu, who's involved in a big-money deal. Part of this segment also features Rohit Suresh Saraf as a hypermarket employee and Pearle Maaney as a Malayali nurse (with all her innate Mallu-ness). Tripathi truly knocks it out of the park enacting serious stretches laced with plenty of dark humor. Pearle Maaney also delivers the goods with aplomb, never for once overdoing the Mallu gimmick.Abhishek Bachchan plays Bittu, a local thug who's also a single dad. After being released from prison, he wishes to reconnect with his daughter but fate has other plans. Mini (Inayat Verma - gosh, what a cutie!) enters his life, and everything changes. Anurag Basu picking Abhishek for this role makes so much sense given he's the (real-life) doting dad to Aaradhya. Abhishek gets a couple of emotionally charged scenes and he does good on those. The Bittu-Mini duo is tremendously funny and cute.A sex tape begins doing its rounds on the internet, putting old flames Akash (Aditya Roy Kapur, whose vulnerabilities are put to good use by the director) and Shruti (Sanya Malhotra, who seems to be getting better with each film) in jeopardy - actually, more for the latter, as Shruti's marriage to a wealthy businessman is set to happen soon. A segment that's the equivalent of an adult rom-com, the memorable things about it include Sanya's performance and some hilarious moments, especially in the final act.Alu (Rajkummar Rao), a bearer at a restaurant (and a stage performer), still yearns for his (ex) lover Pinky (Fatima Sana Shaikh) who's now married with a kid. The first half of Ludo makes you believe that this is one of the lesser intriguing segments but what transpires in the second completely undoes that. Rao gets more screentime and he shines, as expected. So does Fatima, in a role that requires her to be selfish and always getting insanely difficult tasks done by her ever-willing ex. The pairing is brilliant and this helps elevate the segment to one of Ludo's best.The connective tissue between the four segments - that of gods discussing butterfly effect, grey-shaded humans, and the comparison of life to a game of Ludo (where's the subtlety, bro?) - is the film's weakest element. Even with a COVID mention, this whole expository stretch felt prolonged, pointless, and indulgent. A multi-narrative film like Thiagarajan Kumararaja's Super Deluxe did away with this and it worked wonders for that one. I'd still recommend Ludo for what it is - an engaging dark comedy with a detailed, well-structured screenplay."
843,"Really well made, funny yet dives into deep philosophies about love, desire and life in general. Loved it."
844,"Some movies dont need 1 or 10 rating bar.. they stand out..so does.. LUDO, A very good watch.. and leaves you with Feel Good Factor.. so many characters and bcoz of that..one can fall in the category and relate to ..one from the line up.. Amazing.. fun movie.. ..a must watch.."
845,On of the best script of 2020. Must watch movie.. each and everyone played the best .. Finally 2020 ended with one of the best movie of the year..
846,"I loved it, being from performance from all the actors. With a twist involving regional actors from Malayalam industry as well. I have watched more than couple of times. Background music and Songs are apt too. Great movie to watch this Diwali or any other Season. I am a big fan of Anurag Basu movies by now. Awesome Dada and the entire cast. You made this Diwali 2020 a special for us!"
847,"This film is a fun ride, despite its length! So much to enjoy...characters, colours, situations, some good performances. I really didnt expect to enjoy it as much as I did since it had been panned by a few, at the outset. But I think tjis is the kind of film which will grow a die hard fan base :)"
848,"Keeps you entertained throughout the time.All actors have performed well. Nothing what I expected which makes it a good movie.Comedy,drama,twists and turns,lil bit of action what else you want from a movie."
849,"6 stars for Rajkumar Rao and Pankaj Tripathi.
They are best. Their part is best and worth watching it.
Nepotism fails again. Poor acting by Abhishek and Aditya Roy. He just wants to act expression less and be Imran Hashmi in films.Just one time watch, movie seems to be lengthy and boring in between when Aditya Roy and Abhishek comes in between."
850,"Gripping storyline, unpredictable twists and turns, well directed. Abhishek Bacchan needs to do more films. Amazing growth as an actor.
The character Sattu was written and enacted so well."
851,No complaints...finest movie of the year...must watch...great entertainer...anurag basu nailed it..
852,"The movie is so good that it will keep you involved the whole time. The theme the dark comedy and timing by Pankaj Tripathi was the best. Also the child artist with Abhishek Bacchan was worth noticing. Sanya Malhotra,Rajkumaar and Aditya Roy Kapoor nailed it. Abhishek Bacchan was also good and was better than expectation. Overall a good movie and worth the Euphoria going along with it."
853,This movie is full of entertainment. You will not got bored in any scene. Pankaj Tripathi and Rajkumar Rao acting is superbb. Totally unpridictable movie in each scene. Wanna watch it again.Pankaj Tripathi comedy is fantabulous 👌👌👌
854,"Or at least what these people will say :
1) Political influencers
2) Idiots manupulted by social media
3) Psudo-religious loud people who have no common sense & experience, least of all, knowledge about their own religion! It doesn't matter if they they're formally educated or not. They are essentially brain-dead, regressive populists
4) Automated botsThis movie is extremely Hinduphobic to the point of driving intolerance, but only to these people, who are babies who are not able to differentiate between reality & entertainment, & that too all of a sudden. This is not less than any mass hysteria. Normal, civilised Hindu adults know better & won't fall prey to this nonsense chaotic narrative which is getting on the nerves of sane people. They are following in the early footsteps of radical Islamic intolerance & extremism, which may one day may take the form of terrorism to say the least if it continues.Nothing innovative could be made without these idiocrats ruining everything, but these stuck up people don't even deserve it in the first place, because they can't understand genres, because they've only know one, melodramatic masala genre! This movie will drive them insane because of how finely it's made, instead of promoting the recycled ignorance they like to circlejerk with.The plot is simple & stylistic, & not even challenging, but to these people with below average IQs, it totally could be difficult to grasp the very concept. They are like those lab rats, who'll only react to things that they are trained to be triggered by, while ignoring basically everything else, even the very reasoning & explanation of a scene's purposes. They act as if movies are not influenced by things actually already happening in real life, instead the exact opposite, everytime! Like bad people only exist, because of movies like these, otherwise they're pure of hearts)For normal cinephiles, & fans of dark comedy, this is one of the rare gems from India. Do watch it if you're not easily triggered, because there's nothing Hinduphobic in this, at least not in ways you've probably not already r seen before in school stage dramas!"
855,"Love it!!!!!!
Don't believe the stupid reviews...."
856,"Beautiful Movie, Artistic Masterpiece.The interconnections of the four stories and every character into one single story is brilliantly done.Very refreshing, entertaining, artistic Movie.This one of the best Movies I have seen."
857,"This movie left me amazed with the creativity and story line. Incredible work by all the actors, specially Raj Kumar Rao. Overall, one of the best movies of 2020."
858,"Simple one word movie is must watch. Very good comedy and story telling and writing is very detailed and logical.
Full entertainment in all emotions songs are also good.
Go and stream you will enjoy definitely wherever you taste of movies."
859,"Good story, great direction, some good acting of the characters, Raj Kumar Rao & Pankaj Tripathi outshines. Good to see Abhishek Bachchan again. Some scenes will make you remember barfi. Music by pritam, some scenes just melt you with Arijit's voice in the back.
Good to go"
860,"Bhout Sahi... Hai dhk lo...busss ek or reason mil jaega Pankaj Tripathi k fan banne ka... Abhishek Bachchan ki bhi a acting kamal hai...
Or Sayad apko Aditya Roy Kapoor ki story line touch kar jae...
Sare stories ko well connect krke rhka gya hai... Kahin bhi bore feel nhi hua... Kamal ka direction or story hai..."
861,"Something different after so long ,
You wont regret watching this ....
Go for it ⭐"
862,"Never expected the movie to be this good.Enjoyed through and through.Each and every character was brilliant and the way the plot revolves around one another, how characters meet is all too funny!!Nothing feels out of place, if you consider to accept this is a dark comedy movie!Loved it. Amazing movie!"
863,"Anthology at its very best. All the characters have played their role exceptionally well!!. One star is cut because their are few anti-hindu/ anti-National dialogues. Please don't spread your propoganda in the movies too. Anyways, I've made an honest review as it's genuinely good movie"
864,"4 movies in 1
Also Best Actors of Bollywood
Rajkummar Rao
Fatima
Aditya
Saanya
Abhishek(First time in life loved his acting)
and our best actor innayat(child actress)"
865,"Awesome movie
Awesome story line, unique concept, great acting by all the actors.
Pankaj tripathi and Abhishek Bachchan nailed it by their acting performance.
A must watch movie...."
866,"Anurag Basu and team did a Great job
This Film should've been A theatrical Release seriously but whatsoever it will get what it deserves ,the right amount of Audience for sure"
867,"Don't mind the one stars and ""hinduphobic comments"". This ain't a movie for them. Fly out of those cages and relax. You will have a good fun time."
868,Must watch! New benchmark of Storytelling..This is Anurag Basu best and kudos to the entire star cast...this is the best Diwali Gift..
869,"Great movie ,one can watch with family , amazing direction and screenplay hats off to anurag basu"
870,"An ambitious Anthology, narrated through five different storylines & contrasting set of characters. Almost in a satirical manner, ""Ludo"" as a Dark Comedy; tellingly portrays realistic personalities we get to witness on a daily basis.
The format of 'Anthology' though delved into time to time by many creators before, it still remains as 'unpopular terrain', In a dire need of exposure. Thankfully Anurag Basu is there to help.His expertise in filmmaking once again shines through. Anurag's Understanding of cinema has always been unexampled in taste. So is the case with his newest endeavor. Incredibly picturised with conspicuous vibrancy & efficaciously written plot, equipped with a bunch of poignant performances; the treatment here is almost flawless. Albiet a bit lengthier in terms of its duration, the screenplay does a fantastic job of blending all the stories which crosses each other's path on quite a few ocassions.A special mention goes to its brilliantly composed Soundscore.
Each Song as a vital piece falls into their designated places, meanwhile also helping the storyline to progress.For these kind of Artsy-Craftsy representations, one would need a competent set of performers.
And Mr. Basu successfully managed to assemble so. With his apt direction, he has carefully given ample time & screen presence to everyone for establishing their discrete identities. Having such a supporting presence behind the camera, it always helps to bring out the best in an actor. And that shows here as well.
Abhishek Bachchan, Rajkummar Rao, Pankaj Tripathi would be my personal picks from the bunch.My only little gripe would be about its closing message. They tried to convey lifelong lessons through mythological/karma references, however their inadequate attempt failed to reach any sort of resolution."
871,"This movie is an example of artistry of good cinematography. It does require to apply a bit of mind and intellect to relate with the metaphor of ludo. So don't watch it ,if you are looking for a movie where you don't have to apply your mind. If you appreciate the art of film making and watch good craft,this is for you"
872,Excellent screen play ..Every character has been crafted to add details to the movie .
873,Amazing movie with awesome story and acting all actor performance is very good and clever engaging story with a very good direction
874,"Enjoyable in parts as story unfolds story of individual characters.It's treat to watch Pankaj Tripathi and Raj Kumar Rao.Fatima Sana Shaikh is surprise package here, looks stunningly beautiful.A good watch over the weekend!"
875,"Different Story Line, Shandaar Acting and Shandar song, Shandaar direction"
876,"Great and peaceful movie, Abhishek, Rajkumar Rao, Pankaj Tripathi and other actor acting is very good"
877,"Ludo by default is the best movie of 2020. Before i go on with the review, I would say i am appalled by people giving it 1/10 review and saying it is Hinduphobic I mean common there is zero reference to any scene. Probably facists see everything from your myopic view. Get a life. Coming to the movie the story is about 4 different stories of different people coming together. Initial 30 minutes might be confusing for some people but once you go beyond that you will see the storytelling power of Anurag Basu. I have never been his fan but this stands out. The actors have done a fabulous job, cinematography is exceptional and kudos to the editor who has meaningfully edited such a complex narrative. Watch it to feel the experience. Will also look for other reviews who would elaborate on what they found so offensive."
878,The movie is really good and the stories have been woven really well. Characters are well placed.
879,Ludo starts off fantasticly with multiple plots converging at a common point. Somewhere in the middle the script looses its plot to be brought back on the track again.Decent performances by everyone with standout performance by Rajkumar Rao and the ever so effluent Pankaj Tripathi.The movie would have been much better and tighter had Anurag Basu decided to edit out some portions.All in all a decent and honest attempt to make a film which Guy Ritchie is a master off.Definitely worth a watch. Had it released in theaters it would have ran to full houses by just word of mouth publicity.
880,"They have tried new concept and it's really good.
Even actors are good but bit lengthy still worth your time.
And people who has given 3 star and below. Either they did not understand the movie or they are people who would give 10 star to a movie like baaghi 3."
881,"Simply mind boggling. Go watch it!
All the actors acted really well especially Tripathi and Rajkumar Rao."
882,Superb screenplay and acting. Definitely worth watching
883,"Fantastic movie by Anurag basu, Pankaj sir nailed it. All actors done brilliant job"
884,"Excellent work by the director to chain the events with comedy , Rajkumar Rao and Pankaj Tripathi again showed their acting prowess."
885,Great acting with some very funny moments. Just watch.
886,What a brilliant narrative this movie has and the dop has done a sic job! Must watch I would say. Should've promoted the movie more though!
887,"Reminded of the gold 'Lock, stock and 2 smoking barrels'"
888,"A genre that still has to find its holding in bollywood makes this a worth watch.
Great acting.
Pankaj Tripathi is a standout again.
More hits than misses in this black comedy
Keep humming 'O beta ji'"
889,Best movie ever made by bollywood. Highly recommended. Movies like this might win an oscar for india. Great acting by all the actors.
890,"This movie has Anurag Basu written all over it!
The cast itself is so good,it makes the direction and plot look even better! It's rare to see movies with dark comedy do well in Indian cinema but this is brilliant ! Reminded me of Snatch and Departed. Hopefully we will get to see more movies like this made in India in near future!"
891,"UNDERWHELMING ASPECTS :-
40 minutes extra.
Didnt remained honest to the original theme and forcefully showing the sentimental elements.
putting so many romantic and classical songs which do not suit the dark comedy genre.
The filmaker do not remain focused to the original plot and loved the universe of the film so much that he put so many unnecessary things which ruins a beautiful storyline.
A storyteller in the film is just not required. Most of the indian audience is intelligent enough to understand whats going in the film.
Average acting by the dangal girls.
OVERWHELMING ASPECTS :-
STORY IS JUST BRILLIANT.
The concept to analogy of life to ludo is original as well as interesting.
Rajkumar , pankaj Tripathi SHINES. the new actors which i dont know name of looks in form. Abhishek bachhan performaned surprise you with his good acting.
Really average acting by the dangal girls ( sana and fatima)
Pankaj Tripathi comic timing is the backbone of the film.
The characters developed by the writer are really well written. If the filmaker stayed honest with the original theme of the film, this could give competition to pulp fiction.editing and screenplay is really amazing. It is due to director blurred vision we are not able to enjoy the film the fullest.
PATHETIC FILMAKING"
892,"One of the best dark comedies of Bollywood, Hats off to the creativity and story telling ability of Mr Anurag Basu, mind blowing acting by all actors, quirky and humorous, overall an amazing master piece...a must watch :)"
893,Awesome movie with smart direction n top notch acting. Raj Kumar Rao and Pankaj Tripathi deserve special mention. These kind of movies should be promoted more n more. Movie making is a Art and Anurag Kashyap has proved with his excellent direction skills.
894,"First things first Rajkumar Rao rocks in the movie, Sanya is so pretty & talented though Fatima has a better role. Kapoor is good, handsome and surprisingly new character of a poor guy, which doesn't match his looks but great job. Tripathi never fails to impress and talk about Bachchan- u know what he feels like AR Rahman's music- feels better when u keeping observing, though I had doubts about his performance earlier, in Guru he made sure to address them. Anurag Basu- really gifted: not at all cheesy & conventional, though could not the Barfi! magic, I donno how he's going to beat THAT.PS: Little girl is so cute"
895,"Everybody is perfect in their respective roles. Acting, Direction, Story, Screenplay, Music and yes the GOD too."
896,You won't regret after watching the movie and even the way the movie had been portrayed is really brilliant
897,"New age bollywood which is a class apart. Solid performance by Pankaj Tripathi, Rajkummar Rao and the rest. Fun, entertaining in an intellectual way. The likes of k.Jo is done and dusted. Anurag Basu proves he is a master of movie making and cinematography."
898,"Now this is called Entertainment!! Entertainment!! & Entertainment!!I generally don't write movie reviews but this movie Ludo made me to write and thank Anarug Basu for this gem.I couldn't stop laughing for the entire movie.
One of the best comedy movie I have watched in my life.
Creator of movies like Judwaa-2 & Houseful-4 should learn something from this movie & from Anarug Basu.
Strongly recommend!!"
899,"Roller coaster of a ride. All characters are well defined. All stories are converging brilliantly. Gud acting, great direction, refreshing and very entertaining."
900,What a film... I just love it.. Excellent perfomance by all actor n actress.. Storytelling also good
901,"One of the best movies I have seen in recent times. Next time when someone asks me why Bollywood doesn't make movies like Inception, I would reply that many people don't even appreciate much simpler plot like this one. Hope the movie succeeds."
902,This movie is fun ride Pankaj Tripathi and RR completely nail their comic timing
903,"Great movie to watch, nice plot and direction with good acting makes this movie a worth watch"
904,"The trunk scene , the funny characters , use of vintage music ,connection of stories
really reminded me of 'pulp fiction 'and also
guy ritche's 'snatch '"
905,"The film takes forever to introduce all the characters in the story. Also, could have easily done away with 30 mins of runtime.
All actors did a decent job, but Raj Kumar Rao and Pankaj Tripathi steal the show."
906,"After a long time, here is a movie that truly entertaining every second, and very fast paced. Loved Rajkumar Rao as always, exceptional performance. He keeps proving that he is a class in himself. Pearle Manet actually did a great performance as the nurse. Pankaj Tripathi was amazing as well. Overall brilliant perormamve by everyone. The story is a mix of tales all merging into one, with money and greed playing a central role. From Alu's (Rajkumar Rao) divine sacrificing love towards Pinky; to the goon in Pankaj Tripathi who does have a good side to him that he showed with how he kept the nurse's honor, to Bittu (Abhishek Bachhan) yearning to be with his daughter; and the story of the ventriloquist; and last but not the least Pearle Maney and the quest with the bag of money; everything was fun. Absolutely loved Rajkumar Rao's love story and the climax there. Can certainly watch again."
907,Must watch for everyone good screenplay good acting good direction
908,"The film is the most recommended one for everyone. The story, the characters are so good. After such a long time I got to see such a film in Bollywood. Very interesting story, the audience won't need a break for this film. The way film is been made around ludo one of the lockdown viral games, made it more awesome. The climax of the movie is really good."
909,Pankaj Tripathi is too good nailed it so as others.
910,"Thanks to anurag sir for this amazing movie , movie is full of comedy, love story ,drama i am love it sir amazing story,and screenplay to good"
911,"Just watch it once, and you will enjoy it.
Acting by Pankaj Tripathi, Rajkumar And Abhishek is the soul here."
